FeatureID,I_Palsa_C1,I_Palsa_C2,I_Palsa_E1,I_Palsa_E2,I_Palsa_N1,I_Palsa_N2,II_Palsa_C1,II_Palsa_C2,II_Palsa_E1,II_Palsa_E2,II_Palsa_N1,II_Palsa_N2,III_Palsa_C1,III_Palsa_C2,III_Palsa_E1,III_Palsa_E2,III_Palsa_N1,III_Palsa_N2,Palsa_T0,PNC,PNE
MW_660.19137@RT_10.059,60126.2082424808,0,0,0,37972.8102525107,10004.0195504203,199148.475906165,98461.3250393303,96191.3421974041,123343.569540114,177706.294032387,244163.603100537,218995.655864011,87585.9999659233,265076.330400508,133410.685317227,371531.264738969,524816.746869704,206723.363868776,200717.417929247,0
MW_460.23120@RT_33.024,0,7942687.59388654,109119.117822106,2474247.5528543,2115155.07363441,3111951.17560487,17995583.9192447,1893027.78751726,3467100.08445222,2505315.32966151,5959885.55982909,28318567.6570072,7991960.78067375,52201.1485875042,2191504.0993711,2890292.4856821,42320945.2854937,20185628.7320257,10404067.1187735,3720419.72965942,0
MW_758.30143@RT_18.600,340737.26028293,653379.662626104,0,110999.429977271,484783.397296132,83066.8744514775,1668695.75455179,275250.821381752,130421.075888155,281621.23535291,971645.347782943,4832715.87391649,720304.458220501,361766.221968118,1557509.29502163,1663002.93306507,7513044.58586193,9377563.16186706,2113605.44484564,115811917.453034,65479390.9750609
MW_906.32081@RT_35.721,0,0,0,0,0,0,0,0,0,0,0,0,22993.8787465573,0,0,0,0,0,3003.11805054714,102932157.260644,14187504.7200485
MW_514.26316@RT_33.698,0,1249786.26962486,0,776871.066519213,1252889.91674447,1523875.02237768,0,1474642.52352918,111782.924748151,0,426262.192178846,0,476512.653432233,0,0,927198.844606908,166887.953516699,622294.671220571,706963.985846233,4991481.48786812,259711.610280397
MW_578.24050@RT_34.056,22654354.213687,18769439.8317687,9124345.99364029,10617465.411713,23507427.3907021,20355562.4389815,32908583.3328988,36393178.5029512,56787548.2760725,65701468.9442342,66912423.0175572,90416582.994911,74651891.7051853,31858058.692587,99346529.1208861,36197863.065823,73649259.6976767,46692841.4701056,25644190.794878,4277982.95719702,205834.617435813
MW_578.14281@RT_15.511,14196546.9618427,55122774.9713647,1573995.74333118,6427516.71675591,8720579.62537196,4079578.95168433,34273710.7532023,4539147.15471743,8057105.83879468,14180052.3719643,15936121.131555,47429458.7204332,5513481.40941715,33128988.4908723,33697785.2548515,34490449.5877188,64925081.8710844,135484304.530423,28913480.9209298,139137998.602907,106848508.325878
MW_494.23693@RT_31.049,779462.785630459,1974608.56690137,466341.653862889,425560.498416575,365211.323968095,643065.939095564,0,0,247416.049877481,164567.096911937,703356.964646503,35479659.9330274,0,400084.098486581,95424.8697717674,0,185113.332362417,0,0,66207781.9119315,10995155.9826853
MW_494.23690@RT_31.971,2522088.17066973,0,530879.590681771,393332.999320429,830407.689937188,645322.888248185,0,0,0,0,2224258.92367871,0,0,1232616.48903081,777947.717457772,0,1008915.26677341,458371.806352048,0,1867987.79292933,0
MW_482.26480@RT_49.269,0,0,96252.039210829,110077.653739463,490004.339913224,147656.745243078,0,0,18153.0809092253,36249.316537069,121108.738725036,175670.463828947,0,0,0,0,64992.4176149309,53256.3257330128,150526.611203196,104700219.502267,104755247.590513
MW_726.38777@RT_29.117,235379459.298918,26874738.6335884,18038269.4467834,4031553.73875561,113973597.162611,138419180.014479,16094675.7461863,33142068.6185801,22290007.3661544,63878780.8952309,20242447.1183214,4043185.44590845,25601430.9588417,168362337.030027,6226079.33780635,24492505.5918375,37664526.8223964,101394004.866605,43378684.4943282,0,0
MW_500.24735@RT_31.118,0,0,49939.1900672398,0,132974.440114299,52201.5196634473,14934.2693007898,20576.9381696269,72030.7965380497,0,194928.311091729,116108.484715451,50251.933173538,0,0,0,104978.570099501,0,0,108577858.646608,20126345.3980706
MW_712.40520@RT_34.705,0,88030.0204707934,0,0,0,0,310311.756093802,0,0,0,27853.2571491112,67789.0534533558,86986.2485203935,0,48583.6954291438,158504.174736312,177992.60661869,222809.484005792,0,0,0
MW_686.38914@RT_33.889,106574213.141639,8171294.53488141,9599698.35777884,6387354.93855434,186869590.4431,32751061.2987703,8140619.32031885,6360772.65063704,12892020.4992935,76133977.8837727,7113867.78833258,23228693.8127401,25448064.9738898,51098026.0567994,15792009.0068545,91905939.7905197,67428428.1122486,123410730.097503,23124821.5734198,260154.946545938,0
MW_926.17848@RT_16.167,55602799.1071471,53287225.6729392,39833425.4066636,39703108.0565528,77591107.2467121,43495154.2116668,50259666.315415,37217499.651961,64717463.2924117,59889003.7784782,91735622.4088203,102354112.900611,160571414.72835,68554982.0340457,213273327.512708,97931314.9704886,117844035.067452,143648551.452383,54926472.7263243,30477.4757197751,0
MW_982.59045@RT_56.096,89847.212948367,136230.094009695,1578163.00181588,5183451.02707228,4368262.15501191,1775758.8287337,111607.174063503,69116.2749150096,910010.650671836,810025.432392067,743882.115358938,762503.022055483,38991.6274205239,63611.2903812697,115848.160128828,203067.604652499,819758.792987212,661555.906477216,185404.917348177,326106722.98033,112874640.12727
MW_432.19974@RT_29.593,0,486288.791261396,990502.033355585,197391.993261935,696672.881962277,683923.056498903,159035.038584821,0,0,113029.756964333,347193.949553254,278654.964127352,0,0,51553.2891287042,0,195774.983533392,0,0,97536143.7424683,47804864.1683663
MW_432.19974@RT_18.601,93734.1577333681,0,0,0,46909.2230379466,16648.6404247684,150732.798168918,0,0,0,0,228386.243144164,0,72329.6124004011,34943.1674139391,116370.52529421,684606.241390767,479055.545771679,104837.884603801,1826134.15375248,2834966.04765467
MW_448.10090@RT_26.782,17115297.6108477,26191904.3670029,6039884.79395514,19245866.7752669,38787632.6589077,16764215.1530103,40800497.896522,23615588.2810992,11894941.1333148,39281832.1861251,70384055.7158414,29510426.4910203,86314411.6762582,33738638.1804331,79067084.1129537,37327037.1645446,56024502.4689241,110156342.12812,59247676.9932202,0,0
MW_472.19472@RT_24.377,634694.063849849,0,57558.4597336688,0,0,0,256427.657010605,175929.71755253,0,0,272029.823841679,24079781.9656244,0,532549.531002191,0,0,71724314.1646386,424341.006745199,1440678.21041881,919279.128120843,0
MW_916.43354@RT_27.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76863265.0254322,1719732.74346521
MW_708.19138@RT_15.917,0,90984.474155343,0,133721.455143892,0,0,261862.17021533,0,0,0,0,0,0,0,66510.396167202,0,110829.690189447,145612.78591253,153424.990704088,86413430.7738084,44560397.1845453
MW_390.11633@RT_17.204,32271405.5181599,60907770.372401,10322208.6982657,11001806.8810893,5119291.34094036,30065370.2987677,18062669.6544493,30600880.5820513,25658475.5499077,26778094.7796557,23201452.011949,39075652.3988178,60700244.0449478,56547832.0185756,11664651.4284002,18959381.9744004,34410159.7059571,60902881.2152158,95965402.3282569,5007085.57195891,1632141.24844359
MW_628.23769@RT_20.299,106769977.23659,8967977.81021041,970803.495136988,1179126.86375806,87442351.8343375,15216118.6376151,5256248.76116089,3238408.33219102,2584450.33130029,34036211.0988799,2540554.10565011,15282112.5586384,11645931.2660332,70056893.6447188,1449971.15750652,6443707.483599,47183662.1492531,49600664.4890952,9759723.7506994,0,0
MW_700.38921@RT_48.349,294655.069275037,313299.754251526,365238.043250262,1167222.4595798,1411409.56941975,240199.626346417,550044.243987768,159067.380435042,442814.249557051,434898.155390474,351684.749987438,485497.993466213,139777.059437467,202958.307374136,74613.2034594912,113777.527277712,646050.192204625,749519.135837809,400015.436122987,91550442.771451,80161072.4504332
MW_596.13905@RT_22.459,658173.570650383,532853.304364985,193969.603737333,320307.439922108,995450.294268001,741596.368109647,71828133.4918343,979986.671974941,1581807.0680611,1675642.93829128,3140337.30883396,23188108.6983759,1137695.58864153,724911.039706929,3307709.22880142,3543008.72985608,37420054.6611348,101750028.097899,6639633.73327442,0,204785.095508072
MW_594.15921@RT_16.030,8372945.64227816,2056788.22445343,106917.647279479,51827.8636672575,26365.2759370955,0,0,0,0,403201.45939509,255895.482514728,84999.2254158096,313204.19318574,0,359308.268361356,0,0,0,0,119683555.667535,19112.9318886864
MW_908.33570@RT_32.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20513.8722183047,0,0,107797428.434664,12967121.9231556
MW_440.06260@RT_9.925,125889699.497984,0,0,0,176699508.814306,0,4661114.72954727,5882511.49106487,0,87731199.419455,0,0,19782571.8291846,0,0,37118028.4654003,14491.3360330784,0,0,90803.5725365159,0
MW_756.32245@RT_26.755,0,0,0,0,0,0,245340.605978022,0,0,0,0,72335.1391836847,0,0,0,0,114287.8370253,162230.843274591,61699.1599724787,82668031.23096,12721984.5966526
MW_580.27378@RT_27.288,0,0,0,0,92782.6550834752,282638.463656052,32235.191467045,0,0,0,28080.1336695256,63414.6290062554,0,0,53623.4711420468,0,222603.506429873,42432.6751181742,21084.5014001833,85149870.0615679,28184002.757504
MW_578.34648@RT_40.723,3788511.57821266,1715340.53868687,3327006.73809743,1577878.28377396,1514178.07522754,1808566.58675185,77023949.5698065,1364142.90240741,3915194.77530954,3353704.68917669,414170.948778556,16541759.1763451,2388919.31479629,1391715.50774797,1930406.4569032,8435820.09957292,69197812.6288419,62529165.8662594,4392309.98241213,57608.6906240268,0
MW_519.38585@RT_43.990,18833395.9189493,38056074.1448577,14677854.5381309,26470283.05254,26321502.4350331,12847656.4643071,44889790.6507508,47927128.4991609,26565305.894063,40860590.6085283,59146143.2765714,37976875.4129786,67324204.5508386,20429174.4891635,8434350.96319791,49308178.4170653,25024860.0680902,31505171.6490411,15934455.9483708,9331.24184167614,10059.0124481881
MW_466.11139@RT_24.551,0,5880770.82694897,0,0,0,0,4910906.52084821,0,1865827.94537176,0,0,15097565.0976578,0,0,0,0,42689028.0546971,0,0,892545.569038874,25559.063602521
MW_579.14650@RT_13.721,16549131.1716297,212435219.116758,139964.989139815,734335.195079071,2191894.80458921,1026718.70531306,11400226.0701702,4279014.64385119,13181481.3900132,14385369.2483354,24037145.2466132,49897200.1701691,4717350.91496106,24846498.4313503,76161477.6622277,19957503.8836898,48607713.3912968,225104225.787278,25213540.9348225,13740966.3905714,10934123.4046774
MW_465.09925@RT_23.714,81835501.0532364,84541813.4127685,49678427.6778565,54877668.7807598,79288287.1379411,35847900.4375174,86800260.7877035,63248744.0040722,108086162.391491,104498691.382661,144206720.898322,85880084.9195737,133785025.121079,71742140.5534562,203817290.471734,97255793.6337537,121456701.556868,210241390.906721,139868376.730474,0,0
MW_465.09920@RT_23.555,82693112.443582,86017217.7599937,48962702.2225369,58708020.0956081,80401577.5346895,35942547.5216422,74797068.0790643,72319254.5623022,14392973.1307405,95390345.3455003,44581846.8174082,79487539.0397748,139931699.219464,70541904.2642723,111230560.46968,92692804.2196159,32869190.0468544,261385088.727406,98206264.8101113,0,0
MW_713.40831@RT_34.712,0,1483172.96650516,272616.761073282,0,1222636.22322954,378887.515155597,14868723.2244068,861199.500386,26930.3888290379,1060604.17794528,1436145.39076465,3521117.86233866,4417732.62531023,1384142.76821956,1057844.28335306,8526339.77689632,6830349.67492093,29020430.1586594,1008032.35922748,150702.582220909,21520.3571660533
MW_577.13115@RT_20.899,66824457.3762834,8331053.52449284,3274452.9713653,2705311.24480945,33406429.5316925,12676679.4860038,14603694.4125173,27737180.8938821,20727762.6144742,47271930.1316447,24089055.0488469,23182493.795408,17130845.084437,78068850.7623569,14145724.0405158,62777059.8541491,33650619.030812,50430672.9599498,52641402.7139568,0,0
MW_436.23117@RT_22.781,0,0,0,0,47216.8744598494,20805.7081004283,0,0,0,0,0,0,0,0,923326.510371811,0,35417.9899438178,149344.681733785,0,55585192.746677,3982706.54115093
MW_489.35418@RT_42.296,0,46650605.4827039,0,0,0,0,0,0,18339442.4500277,18590222.636238,0,14663498.7593542,43227727.2466714,0,24832784.777523,20028039.0978607,12364250.1087283,25332519.0231056,106999.929320104,0,186743.133623474
MW_507.24056@RT_33.089,0,0,0,1202737.58401771,2052060.7827923,8682451.64063708,24350719.5420084,1791668.55188257,960670.511696368,2501254.16077547,8695069.88649187,46931655.6597635,8886533.04155677,0,0,2729826.88613705,173347287.844301,26730421.7412171,16979461.1854337,1438237.65683291,23123.772029787
MW_597.14183@RT_23.651,199368.104885284,0,1320322.6836126,6212577.36689814,944794.090917895,472583.946413859,0,37232.0358407535,0,0,0,323556.48731567,0,0,0,0,0,0,0,575840151.725967,2476789373.17099
MW_417.19049@RT_38.491,26946115.7107163,21782540.0043447,11349607.4876501,8290663.47792183,19298023.6488899,10333457.5765998,26460999.1501569,30128176.9703136,26670175.8011202,26922057.9015422,36938038.5377952,27166371.497195,99042839.8838175,30704412.8231471,63701635.2708607,23106095.2265899,30265429.0532628,22204587.4398233,42627816.3386315,25309.5045544718,0
MW_597.14478@RT_23.430,1011444.19442894,107041.794277959,1323092.1835504,0,941691.293926373,1144648.63229636,265783.275094618,294527.039420963,445466.310809966,336402.762828829,787338.197661132,902190.722884385,105722.685069339,585336.697559591,1114920.09210019,559376.132083156,646344.396625576,145622.693590973,1188874.75191366,22131434.5691068,2639994809.20049
MW_727.38756@RT_30.872,33519778.6257614,2573871.62484709,1179794.56016219,654762.337175518,11178063.9775504,18151072.0176748,2216578.9508647,2601775.98640588,1474904.05962884,0,1617657.60646395,1962936.4612552,3633925.69539251,18769803.9920198,0,3120393.60909804,6068538.47323447,11063511.2870268,2540734.1714523,406179.375942855,28749.7808562334
