FeatureID,I_Palsa_C1,I_Palsa_C2,I_Palsa_E1,I_Palsa_E2,I_Palsa_N1,I_Palsa_N2,II_Palsa_C1,II_Palsa_C2,II_Palsa_E1,II_Palsa_E2,II_Palsa_N1,II_Palsa_N2,III_Palsa_C1,III_Palsa_C2,III_Palsa_E1,III_Palsa_E2,III_Palsa_N1,III_Palsa_N2,Palsa_T0,PNC,PNE
MW_814.19779@RT_28.258,104900.647667483,0,204703.184215625,348713.044522467,956827.296345184,1050455.39518867,345775.526442845,0,0,20193.8188014922,139351.664755859,374218.976694244,0,0,0,0,185565.996109894,349628.030446642,0,39460195.6888425,12477538.1715673
MW_866.20837@RT_13.394,0,0,97630.2953567884,1873689.6903875,1513786.82052462,1078333.29108931,1459532.55701344,136659.004283434,0,10972.7773551236,0,12923849.701674,20079.6961617643,373086.848232867,0,617342.563848857,78557531.003687,7043757.01260443,4719135.0767287,60352385.8216492,24312110.6313131
MW_672.17446@RT_28.644,101800.831904677,43100.2096294053,13924.183481398,0,0,84626.0903808392,39748.2181942536,0,0,0,13292.3339875965,0,166463.27461035,0,0,0,0,0,36653.0658614376,17259335.8225154,1738483.02450853
MW_812.29129@RT_20.819,32106706.9560799,2228429.04582046,90460.3588893973,73044.820604727,9227886.43198185,10960020.6746811,482707.766568556,421384.21113257,856280.723949295,9673152.7158488,535359.698921707,1790347.84052549,3509825.05588879,61937180.6492284,121194.89224004,418975.011348439,8486122.3928191,11730325.1530458,2784665.13256846,0,0
MW_654.23811@RT_22.649,37858.7760679831,25678309.5284608,0,0,0,0,0,0,16990.692410751,0,0,96795.6667545545,0,0,0,0,436280.951524838,353501.630034842,0,233850.109161699,0
MW_462.11654@RT_24.569,0,0,1072860.18730428,1320251.62748028,1430480.58130063,1706177.22098611,157400.416469579,0,261282.714809048,196158.885287777,534804.750100082,574737.311694308,36634.5110437769,0,0,90492.974814713,0,0,496567.817754441,27856301.0655316,33620929.8979525
MW_706.34298@RT_35.407,10436896.5561763,8661669.94255434,5585541.64450788,3903189.56494384,14940731.7918961,2737230.36454461,12985601.3900931,11281098.1459326,18224495.7269927,20529238.8073636,19306126.3800904,29617749.2175898,36464402.8048257,10655848.571657,31783706.1378385,7293865.86223762,43016143.9508839,14751543.1607738,26972697.5544899,828652.766892297,0
MW_672.17063@RT_28.508,0,25686.4123774292,197316.369893793,57432.5172853988,1147218.60662868,514730.784626952,0,0,0,0,113346.387683815,107016.406567002,0,0,0,0,0,0,167885.073804088,10759648.906189,55665245.4288357
MW_1100.19672@RT_25.588,0,22923.6907031023,9881.98840625727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25242043.4399653,5637702.65419033
MW_696.41004@RT_34.911,0,0,0,0,0,0,74627.8813495791,0,0,0,0,40015.4916790309,62635.2542355125,0,0,0,16056.648703591,183473.908751402,16191.7758148773,223988.690126543,0
MW_518.32480@RT_35.694,8555290.72441408,0,1441952.18125027,964601.358793402,4788730.56866418,39776639.7273856,3447217.79105294,873581.536895758,262287.102755199,485259.19097005,917071.801764877,2334735.98652595,5543484.58804596,5689947.17221833,1673468.09630596,1672513.19498168,4652546.01544359,7305350.49269919,645824.893512953,0,0
MW_552.18488@RT_18.885,10102638.0315255,8890116.48837076,8758477.8705091,8415035.71423976,10541684.4514181,7646771.90372655,17375680.652945,15985833.3524098,20902018.2172979,21372301.7742035,27048050.8783793,18719649.3374018,21376417.7787988,13611256.8234006,39309476.1505169,20857675.6992531,20783542.3381536,36023536.42024,34205531.8646228,1946841.71103012,2899190.91363412
MW_764.27654@RT_14.962,0,0,0,80503.5326095092,0,0,0,0,0,0,0,0,0,0,15492.5204550282,0,0,0,0,42241302.334267,2881694.81987986
MW_428.16850@RT_26.513,7623712.16039943,5660355.40449059,5246797.82639344,2834875.04587316,7764091.58665681,3947967.30483993,17910189.703345,15154250.0792401,9082865.70138868,11887345.8956709,24321187.4425019,19011510.1098296,22002479.4292138,6915882.3393596,23462615.192822,7888358.84118189,16033105.535812,40140531.9439282,27091744.2178477,0,4074217.23934284
MW_586.22708@RT_19.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63874.6382681273,17833829.4366324,0,1211187.73575481,518397.273908308
MW_1104.44692@RT_21.439,0,446743.45870657,0,0,32109.8023621898,0,1078279.02945376,0,22453.5541640883,53011.573351935,44192.3391865749,3365741.7404201,0,0,505323.76540728903,15003652.2047545,21710961.1957677,29770013.3147659,342248.671288898,0,22085.5230367908
MW_616.23756@RT_21.265,26146829.5591041,2056938.62057421,412764.600874038,408491.380733531,5160574.64510814,2631426.30139106,9619711.57078637,1503980.14020499,2554306.28711312,15375082.3855261,3994527.16651015,9379473.51298318,7069659.90914839,16900793.6090391,5517716.05230231,4927654.00481921,19781987.4021444,33626139.5274914,7076074.7306584,508920.801655267,2128810.59529699
MW_1192.28077@RT_23.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55581064.2508027,916059.541628357
MW_466.22067@RT_31.335,0,0,0,0,0,2366384.86685212,2372564.72303013,0,5278236.66653786,3196461.22077447,0,5591448.99172322,0,0,5957513.50697943,1829170.13435278,0,25662965.032458,0,260324.777434741,594934.641620784
MW_926.17836@RT_19.883,16242890.4086872,16433339.2470702,9922886.06117211,1200948.7073752,21202314.9934627,11376150.2462583,13366945.2598765,1992076.659589,18855112.8016265,15947810.1829098,27747186.0886585,25209420.9531139,44432462.2307289,19298801.2162694,62572695.9938536,24064109.681714,30441405.1746818,38120065.1073695,13525033.2802573,0,0
MW_400.10071@RT_15.073,2354484.23223916,177092.266750886,68656.6273093147,55206.1888780427,1048611.93254297,225798.899886159,4633985.34575884,281405.364167036,910791.8872993,2974982.27181731,560233.701657318,11416694.4079846,605130.346649059,1288941.90795844,2057687.40894817,3324611.55408469,25471983.2420796,3717036.67548911,1425216.83905115,65775.9007486225,0
MW_902.34812@RT_29.767,8424598.48060178,7198779.53647619,5500844.28640073,4362327.35151047,6585450.71600131,2753895.97696447,7803992.40356591,7459305.51363188,13819586.1489446,9360953.52478505,21081219.5265539,16357977.8511514,18161581.6235182,8068198.0733765,1852972.51862192,2190096.54823799,9460000.86353518,412092.077697082,14848901.5281308,43428.2342409926,0
MW_600.24249@RT_24.888,33979370.2791741,11272082.0214735,848289.819231983,813562.29443622,12091102.5519398,7267399.31248664,11508527.7588425,2031258.58847651,4056830.88182218,27222064.7866865,1902062.92893653,14266034.8642356,8158542.14071581,26671092.9445646,6876879.69445246,15424157.8792152,48035472.428102,48335369.4657894,12836769.1267256,691957.092452811,1689799.37129004
MW_482.21554@RT_30.571,392820.900057136,656020.400089727,643979.336706741,83674.9685236812,622440.745041258,658556.40259109,4403668.43214966,422013.740890457,779771.094590397,2570475.79528317,1609403.11395961,16944576.8760617,738185.043599891,986422.724554232,1458925.91404803,1226996.80431028,33057603.3718061,22477349.6721724,1728721.72867069,634343.624701245,0
MW_594.13816@RT_12.957,486680.477513844,181939.731851866,0,313494.592915583,726185.205540803,415397.891091546,14425610.6984704,381836.182308347,2183237.8045682,2568970.73476313,4453849.62920049,14487577.5415026,1514944.23037655,1796488.09804058,6861972.58866047,6170431.23783956,30746223.300394,50179369.1010209,8096320.33336214,55115.3880900002,705823.438042954
MW_864.40401@RT_29.594,0,0,0,0,0,0,0,0,0,0,0,17048.9649407881,0,0,0,18767.8428313971,0,0,0,26167651.680208,3221772.40126498
MW_544.30439@RT_35.937,5120121.8195642,0,1942613.64496102,1524135.86978214,998468.774910358,0,24173316.3409521,919220.808806722,5748548.71735141,2085276.49261516,1090817.64167609,2294490.35604124,4762935.13067089,0,1550284.69760603,6609904.96274982,51684240.7555452,43770223.6699183,1969390.26253739,1070994.56072448,0
MW_526.20551@RT_19.855,0,7032898.3496227,1883987.03218981,98032.5533265081,2583572.73185298,689343.636897422,11958159.4489429,1102842.12888135,0,0,3766465.75999948,101683.617743325,0,5950661.08458427,0,42525263.039279,0,40621520.7018055,8942854.56971645,0,0
MW_490.27804@RT_34.489,915116.780917044,1803018.40293145,815103.486734318,5635115.58567544,2178302.20917087,0,1186648.34985139,656818.982205281,325068.467540218,926660.075672687,78588.7226080939,1026516.03174883,1969683.20436573,1001011.72603956,0,1096604.02745895,0,1399140.43889568,812608.897467274,66184237.0621466,24367569.7274862
MW_526.20549@RT_17.767,1459577.86131233,2228961.71805143,237571.610384711,249816.895420333,862751.517634473,489461.253744477,39852376.8807162,2338153.92258685,3998931.11181519,5672351.66092911,7678451.90678355,29691471.4453278,5879106.05102483,2971293.62641444,11523799.6994146,6549440.61053034,38423200.0827214,23831974.3527289,9234960.98741026,0,31689.8991810451
MW_548.15350@RT_26.118,5251115.98785981,1486514.17975944,7607906.9028559,7617865.12898145,3202938.84374991,3199796.83082097,0,0,1828512.19974667,5009707.87010106,388145.79113831,688613.081409553,290045.475309976,2542987.61237755,356551.24642897,0,0,1583780.06558981,298816.618507928,36449926.2436103,75391460.0997913
MW_866.20911@RT_13.885,1941784.59721296,74847030.1347222,0,214259.548354544,471680.157555504,0,0,0,1988554.4672246,2597281.8661922,9580707.9160752,0,327083.375014244,126210.278488878,28661641.8755721,3369319.58900102,1301893.29295221,96656484.5772394,120828.580611396,0,3784482.94997267
MW_374.13665@RT_26.620,0,63661.1580444218,78370.2478454187,527503.212183356,619272.415109041,433928.25390568,0,0,0,14661.1533151917,158700.96568692,0,0,0,22740.7370097732,0,0,53846.1444791349,36320.6367951116,19702132.1722345,32429771.9334083
MW_482.10651@RT_23.191,0,704392.849149862,0,143636.554472646,406721.472982252,416022.438879936,2494493.72310217,0,26245.9558936794,574118.162290326,1274218.68560641,11983796.5296616,0,0,468347.931560451,101789.556951026,27923945.9808932,574118.621524227,1750988.27084875,1422729.12881709,154360.433379692
MW_712.40518@RT_30.630,0,239291.640123889,0,0,0,0,47119.8081655999,0,12559.874910789,35886.3427911143,22807.7405893249,0,0,0,146605.503979925,0,21868.726255527,181565.656690028,0,0,0
MW_490.35088@RT_41.168,8077559.60194292,23076823.9604866,10802421.0302829,13991291.1392155,20190452.0899942,6622154.34314811,30996092.4750249,26753266.0624183,10246080.6712443,17707062.349765,20009469.3492771,13835601.4494232,26402844.9494765,9230080.49631854,6921120.49154725,22230745.5296262,9499457.38327778,20844404.7310237,4220244.10306156,92934.4518877221,165519.57237915
MW_838.38575@RT_27.928,0,0,0,0,0,0,0,0,0,0,0,20765.4480263892,0,0,48870.5840482632,0,88866.0163074944,95680.5075637836,0,39587009.5988364,1322271.24161693
MW_576.12743@RT_12.095,6961620.20956303,47750136.8914934,14656.9247650731,0,464277.344510974,0,0,12685.8016909703,164887.22322935,840549.282900695,0,0,225226.114083537,3865758.06718587,3101884.99849855,563920.513895451,0,6204694.03021808,0,0,0
MW_518.16411@RT_15.496,0,264634.815040906,1345096.53549075,2065063.4466085,1521892.03921296,1487770.27181997,472279.891520622,50463.5116526152,292421.432146482,555698.398389614,753803.491293452,1412109.5355268,747437.543378276,2901558.79929844,2274180.95819407,3900152.63276038,1850868.65557126,1074027.7630392,920391.051246225,31784551.2908548,26473937.9041637
MW_772.39010@RT_28.211,450497.252490102,167713.114636644,119308.035252227,131708.978036929,299548.967781518,0,19148237.4061076,121404.079148572,353850.527630225,370483.032883995,541458.125173945,43352696.8619627,911478.726523658,394165.740809088,1329767.30134913,4717024.16605418,34459150.7535097,28578544.9773065,1279844.17471011,0,0
MW_562.14815@RT_15.403,22192441.939055,48014335.8915427,0,340925.570768432,0,479022.062063304,1728197.15023347,0,2709337.02098963,1947384.99208694,3200007.15164923,7253770.32498218,685804.029595361,15016593.3256969,39331518.422251,6136405.32817124,10051879.7896109,20571609.3045289,1275261.23949255,1329311.66389742,1192995.45462862
MW_538.16932@RT_24.906,2461997.9267401,1370502.45504035,970345.157636553,761346.85820343,4206592.14308337,1145512.41334445,12052571.9238177,2921745.51365355,6348514.63590538,11446566.8962235,18290730.3602767,15971921.2677399,6696330.18821618,2701828.68070774,7472115.70073467,22548112.4244006,34144110.3521122,51442698.6856833,14014505.8185374,1690451.39319392,1858334.26464465
MW_450.08012@RT_23.717,20044514.7503129,25095909.7884783,11593421.0873097,13221247.893288,20127549.9388787,9358319.72795945,27513371.9150645,16825961.5432083,27483934.7906776,31134743.5820759,39683686.3653016,30886533.6700594,27873778.6775354,16657035.255305,43291545.8789684,20159933.2276744,39835447.5907341,61723930.3322384,47068745.7348921,2050213.67243288,0
MW_694.39432@RT_37.382,3084675.69619207,6489653.21458206,428468.42793862,280934.148477902,942770.572672293,0,4481075.3287977,314229.150073959,7818154.70721623,3770527.44554384,11249503.4326035,16858179.1649557,3021278.12572425,3328154.3718057,47736972.0065693,581758.121640345,9386651.24284002,79868957.5319699,2494364.11274297,0,0
MW_328.22503@RT_37.539,1151697.31988324,801760.978493005,3214293.0123416,5735046.52468542,3357269.31337497,3395641.92155419,411123.106495832,999274.448450162,2007244.77171384,2163669.81019334,826380.675527473,2291424.11467106,3273285.04979964,1848280.66779024,2268476.25427571,2908288.43695242,2490894.75580259,2403161.32410818,2204686.43476829,21147728.8413533,17196014.2561506
MW_612.14879@RT_13.657,360063.89742935,434186.187811297,0,0,371415.149533337,49373.4874075808,3177287.68839599,376044.785044746,646732.533539042,1782393.65653139,5125980.0509888,13873616.9458692,380885.052853374,992241.113146009,6597586.60778081,6186123.54826879,23447963.4099282,39150296.4339653,15934348.2255618,566348.444563751,0
MW_844.24505@RT_13.406,0,0,0,106423.589027482,0,41148.0865412921,14277.6464594294,0,26723.5121625848,0,0,4595374.36546278,0,21476.5075398618,45497.554149459,14376.2501585243,23091849.9473491,0,34313.1350505155,337798.666801245,0
MW_536.18994@RT_25.590,793496.167674856,1606828.94363398,390843.314944191,827568.955310462,1646488.83234351,6165779.74363285,3639823.50002461,836393.703925535,358293.027398675,1113979.57712462,1203096.39990987,17038451.9184112,1701103.29397725,831230.873492775,0,511195.161016251,32606724.7605905,422586.244558487,3468051.14377335,1114882.0436943,0
MW_672.35821@RT_30.262,0,492873.811688575,0,0,0,0,0,33847.3721688135,17490.4262132485,0,12279.8572215546,21836.9405528838,121626.216615115,18594.9854085351,488241.326426612,42185.2237480414,91638.3330445716,403377.350743913,69134.5530698942,23419819.0614331,71615.5631294172
MW_652.16488@RT_27.026,176920.531945876,0,2095873.51399814,2542189.81188887,1821542.70669479,2379881.177301,345402.233288986,270093.679825894,660160.14606154,453501.733929951,896597.218428649,263391.29193164,721433.165058112,387667.834903856,208667.203966223,0,72873.2112761874,730299.096405538,1142827.45045191,39851915.0176352,37675850.6381917
MW_976.60054@RT_53.330,15009.6156938976,35530.4891157217,36790.6907384673,290820.351027887,330646.335552768,218716.438491214,13154.3779432577,12370.8093273504,21737.7059060896,16088.5066845009,113088.135770896,101920.672362692,17426.2316464897,17189.4730860672,38257.0340927217,4949.12730871852,184303.629733322,267348.891724124,10444573.6653287,68723884.5439366,18308198.3536886
MW_644.23308@RT_23.513,0,0,0,0,109054.164524698,137047.729279495,0,0,0,22867.8632607519,0,0,0,0,0,0,0,0,0,33599744.9593875,5519193.88170831
MW_982.20520@RT_26.674,0,0,0,20588.2232633123,83405.1546686157,168576.253774434,0,0,24761.7430720849,0,92878.9260290469,5365.951814605,0,0,103038.036544774,23088.5971422356,67579.6101379267,210454.41716012,97287.4727109477,46389408.3808379,22068593.7479509
MW_502.32993@RT_38.248,22423322.2139065,51174.7505266212,1729203.21406982,3811160.24843058,7231636.32926552,47476089.5405851,25988636.7389659,4568495.80029711,4676186.96334153,7235702.31017183,4491509.25549588,10529304.7383639,0,7009598.76045107,1998640.32577414,14525131.6353018,19176021.7245266,26956768.3803178,1883963.87455849,2096085.42009967,0
MW_844.20895@RT_27.634,26411.0456972439,0,0,13269.0947120493,536599.991932129,898847.006889792,35491.3204158156,24998.8312054603,0,0,126070.294324708,156931.566318177,0,0,0,0,43590.2730241268,172615.467130147,42419.3431221076,42125435.1631939,3352716.45598374
MW_696.15576@RT_23.928,73696.0386990371,0,21759.8177164404,827707.332777554,62348.3744846246,376595.483698631,0,0,97008.3942976843,0,30274.7954138742,0,0,0,0,0,0,129409.570772793,0,31034704.603123,9765737.65452586
MW_594.15921@RT_19.928,669982.900249201,570635.685070139,3229197.23811821,2567208.24537032,1520313.70656141,1640123.4572288,160529.625214988,610174.968474941,0,230869.260157267,562589.062451638,206064.105329722,290974.258721552,388531.885454236,231075.891915236,150707.954188557,164159.420155925,238418.928770689,260629.087642791,48360494.365597896,85985602.9125453
MW_504.14844@RT_25.677,350969.81747735903,0,14157.061526441,10487.5259896594,901068.633046092,0,1378853.69804108,66596.7788974367,0,0,206705.10681507,2787652.7858275,0,209724.372974538,0,863994.816913385,35925821.1383807,1278026.17549758,2269601.359568,1348149.3351712,17445.6506756214
MW_446.36095@RT_44.908,10490771.4308098,23890988.1487865,8377505.09822092,14793704.6221424,12918994.5305119,6836879.85416189,28105668.9570363,31444528.1020416,18395446.9539918,26613517.0852745,28439994.8748211,18492040.149515,39265555.7638383,14336306.3964735,7374029.04290428,23272318.4364045,16829240.4131372,15465005.6017888,10818589.0595881,79929.0017743743,34820.7429656041
MW_290.07908@RT_17.449,7955742.09022474,40805821.3849742,225938.178773208,943532.904985648,6508727.29838176,1699036.77827153,10267617.6387948,12776956.5922804,15204583.8755143,12322006.3171469,17140083.5665344,27563341.5039403,4201468.55023046,30817109.8733277,31436763.1426699,36725198.6936425,26329851.4743075,53193628.8915732,38064516.9538023,19689380.2812692,16390484.0688299
MW_612.24287@RT_21.924,1102000.23221784,684261.331194471,426651.774388014,416291.113419293,927317.221295392,524956.922048394,40639406.4874421,952305.619586799,2328735.25359507,1525934.69859583,5671381.90874529,5138816.17842843,1679060.66674675,1072021.99416076,3030113.42995207,34689761.4659172,14314567.8480859,32050069.9777618,5674695.07682585,0,77278.1551036619
MW_602.14768@RT_2.037,1679923.86526936,2322848.59075409,7546471.00881062,8306075.95237557,6612759.74045743,6888128.32883567,1118540.85448692,1183752.79164253,3816859.34410892,4439690.96341268,2711531.93384187,3903497.82729815,747075.316910954,2598766.89616859,2390459.88149364,2052918.60088537,3942215.37216882,3013907.36820588,4217886.33702793,46848918.0557744,0
MW_670.17630@RT_16.547,0,0,0,0,0,0,87552.2696864471,0,0,13490.0966842875,0,0,0,0,0,0,0,79994.7541527902,0,34922149.0834698,19338663.2338972
MW_772.24449@RT_16.735,11325068.4935853,1675681.43012347,1296774.36882428,1364446.71233827,7376365.07183811,1194774.5901506,10719142.0270919,6701569.37966149,9959786.72756052,11340975.8676548,17882701.712042,22867540.9516072,8519412.62278188,9541353.45052762,16418324.5888964,72680584.1346507,21579037.9293268,52190772.6443979,31579150.4876112,352046.043111993,0
MW_278.22462@RT_49.826,440626.158277038,238858.139192695,1350831.75207395,3755421.76725234,2269666.35796668,1704281.74204429,237022.274805344,238142.490038595,1289998.55386364,1719477.9519858,1421201.68265807,930822.172182814,396658.845043859,597972.889872997,941090.343903636,1519544.4777602,1124747.39550369,1846164.17295283,979072.346055978,54948094.9536828,41394499.7409033
MW_870.23960@RT_17.440,103723.039684766,26237442.0417422,0,16433.3369411135,94466.4894467942,22451.784486888,304492.716981895,532814.786705149,881510.950406925,612007.57299426,3543563.45794059,8052335.75944948,32307.6017916607,8963063.90079034,8445080.49554152,19082086.969734,12924604.7998331,59678127.4763186,24397173.3643389,2146370.20847293,379978.602770032
MW_680.37845@RT_30.145,12501621.802812,76279452.0097313,71711.2829443993,620351.391223604,487229.792116224,186681.572833318,1772861.35665671,0,11687404.2230618,5812080.98327282,10643053.6211379,15603821.0308847,2499456.47360145,890195.138891893,93282461.9107572,9995154.77333908,9988910.97735398,109781853.412702,4121568.48743344,0,0
MW_712.40513@RT_31.541,338953.726532809,74051.0090841572,0,0,138318.328278599,37694114.6845121,134398.625936184,74816.4048900878,59341.4812653652,83134.0724512037,80047.1079479091,39135.0134236096,216084.691657332,136656.824302084,0,92859.6706932759,333359.080661591,157006723.504562,26702.8958968585,0,0
MW_580.14336@RT_22.233,0,0,11101345.3695798,9935248.20446544,6428976.72905032,6369750.82859704,23484.2535769606,99041.9552692425,1470700.86088435,2872419.25259136,886762.43777481,852956.671813873,431360.84106882,0,0,0,234838.100560655,0,0,157152069.751836,188808919.305777
MW_534.19536@RT_26.709,13997400.3898137,16400098.9889232,7290388.52969454,8112116.67580188,21009832.6226098,7147595.47679335,119033557.980374,24543864.9147575,29832773.4530904,37295293.3348728,52676125.8029457,56348375.0621452,64192539.8155372,27292645.4092694,50229356.5290602,46926368.0558163,135958280.679523,182655610.940835,70993488.7710058,129261.548095702,0
MW_916.43375@RT_28.908,39940.0344698382,0,0,0,30784.3587532833,0,31874.1734486953,0,0,0,0,0,0,32347.8967922603,0,21069.9623479525,233569.002616188,276940.783557173,0,33379245.8168954,68482376.0779317
MW_418.32960@RT_42.172,1175270.91324581,12303424.0896758,718916.279299944,700303.157900667,891932.780582883,495757.154387554,2086276.38460717,304326.998854632,2354835.38925817,1227213.97128956,2423837.81402961,1113387.43471665,31425789.7265313,1048506.92598287,653824.37810766,1416852.73369707,1277170.80518475,1142163.68441256,677817.756294836,0,0
MW_594.15921@RT_24.567,204774.475888816,1531738.80319167,6529257.95172753,6492106.64217688,9727094.62315723,7714392.80862065,0,0,240440.640339052,2063114.05953228,1421800.61809421,1385217.95877855,0,0,0,0,0,668139.171257876,0,166534059.196968,123708424.438071
MW_598.22707@RT_21.450,7045550.42020851,27964774.3001671,1535920.0444881,1474474.24089009,9494106.6732052,800991.058575583,35154145.4445086,2853604.62589561,13249865.9136944,12665270.3446072,9114797.98843469,54914477.381315,8672964.81130689,8035509.73426739,26891246.5522547,123698025.033523,148407377.217672,192543997.37358,21241751.041739,1442525.48535158,129805.086606856
MW_582.23185@RT_20.290,196773040.237488,19998287.4630705,2281111.64483797,2545599.72316078,164444639.700607,30952481.372897,11539444.0590604,6242414.67327789,6404814.57344166,65034127.3153177,5479879.59075959,27710945.8822231,23477414.8408157,130271345.118129,3010349.1457984,10493357.2246994,87290701.9266097,101505641.048381,20173774.4176265,0,0
MW_580.14332@RT_25.903,0,131213.815404761,0,564047.935007956,302225.845443872,820980.276898957,181897.386382471,0,0,0,0,0,0,24052.220393105,0,0,0,29408.1537498941,0,250744554.72567,283113429.809498
MW_994.43001@RT_29.042,0,198133.01341779,0,0,66530.8108194131,0,1209489.94333276,0,0,32980.3326044908,991092.984561372,113378133.048153,947159.962401079,0,397102.552347642,27909407.5182401,207814555.965237,817783.054656419,1741877.75787729,56831.8101214196,230276.525799081
MW_576.12740@RT_20.903,229969648.327517,28736680.4196548,12030874.2431046,8576994.90854888,115631259.265655,39272880.6546243,54588171.9549469,96103407.958487,71254198.6884387,166696598.863541,84380800.0730788,84169462.5271914,60998168.1114869,266794384.339723,48587135.891782,221155960.433748,115401325.326156,181008951.698352,141443985.227537,2559994.60772662,397366.163962308
MW_610.15454@RT_26.484,1171492.738767,50227.3953385192,79862.0847017845,1076500.84161321,2321125.42955147,818814.511588301,50181.6108469177,200116.845207021,246508.895378358,0,79224.8646150675,199322.61889615,233447.700943018,401115.835348306,142485.313786439,137909.661400951,0,0,605582.326973998,79357274.9508639,209197655.07013
MW_626.14937@RT_23.055,0,1323135.17591673,0,787073.147977372,0,3526544.41723651,844745.388142929,563342.374198036,211403.310119792,4925988.74580271,1316877.86447736,762073.405547797,1682820.6041622,3202100.67749882,434957.758177912,0,4110295.78348502,0,3439515.78977886,197476233.79352,189860712.587022
MW_448.10085@RT_22.056,299265.405127794,783628.20860682,8348929.46022169,11816115.3604919,5462048.74506,5809593.83107412,751849.924391935,586214.503644431,1264233.43598589,1436861.7154548,1761809.25885369,1846456.96977497,570360.990986887,0,1694997.30373659,363320.724215068,1069231.55583232,1435777.57587841,2421456.53706911,223522419.382033,269426559.25066
MW_598.22708@RT_22.046,4885656.6641029,66834550.6144225,1337404.90636372,1236617.87374536,5551177.52105868,1065812.53860174,69613202.1582809,2170393.80698929,13448920.8356331,9019861.58972277,7265202.66425055,41200954.5497404,7488563.26536019,4853068.17925431,21935620.7078661,10884283.1991763,95045609.4727279,157306069.428667,15698983.7400796,15089893.9322162,4654195.93838215
MW_740.29405@RT_32.241,40639039.2939791,27724084.8316405,25807291.5786434,12694603.5543043,57212599.6480825,15851226.7493528,38546451.641019,33071564.0038465,59293396.5383108,36277504.2888953,58825870.6333569,94581156.6736929,157693750.830207,55040015.1515473,0,46165576.7837554,6824587.10983994,43977147.20702,97564953.1687441,9189536.29291378,32874.8896772687
MW_612.26383@RT_24.077,0,10293597.5606618,365396.95408766,1599028.99123406,774846.990500469,1360557.50953114,1222780.82667994,64205.9541315853,366146.765897453,47796.9238292682,1538500.27477115,9818391.9022992,94404.7583484236,0,0,0,30470089.1503383,4208943.23864298,1334344.84878348,131581607.887212,53717166.7640306
MW_726.31122@RT_26.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48965.7875068075,0,0,32974.9167358437,0,121357396.697843,16861404.413698
MW_490.11155@RT_28.026,60997.16608121,22959.8569932394,86981.296107195,57058.0440195241,359586.472878571,158818.681327249,2257086.9827733,836289.461133021,269071.253909929,0,0,713019.100075033,757979.685197079,347800.744735112,33247.124590429,0,369568.189893532,806505.216488607,913497.748249527,66645005.1398048,78158351.124656
MW_578.27677@RT_46.580,232707.421859552,98878.9334817786,1663607.31703359,1744903.1736534,2375478.20623427,1719364.55111579,6609.83814140515,37896.0988931246,1240314.43120808,824154.208219996,1003102.82762464,1305160.62590287,92919.5859639327,67316.9430784585,64736.1602781755,376881.692061982,892709.163248836,269796.815428218,83806.8055318109,104791226.794243,303256207.262609
MW_492.22116@RT_31.132,12286715.7461184,11120364.8755214,3349716.92007939,1985728.67371806,4689198.37576345,5181613.17962041,27062983.8408741,5157809.51199826,5658651.95381127,12926094.6544302,11788088.7735762,38841563.9346355,11403480.6179252,6018487.4552798,12189160.0880846,10323301.8531304,149223819.209007,50040731.9768854,20056981.2903551,113829537.956255,19992563.3591224
MW_836.53128@RT_52.778,145304772.522508,0,611397.607698892,2064526.94931486,1457827.26149354,784993.280695464,49696.3403100763,47381.2895270945,321849.303249608,323176.011983476,344546.292983148,230978.548428181,37065.2964319703,41058.8183807959,25159.6475158649,62901.1400419724,277601.839613778,369885.499869992,401403.809119647,203623240.85946,112156153.904122
MW_556.44972@RT_49.813,0,0,22793.0587519085,905265.37242784,346062.777926678,313519.886659997,0,0,0,272862.864652744,264844.434042386,306676.560867811,82629.4378388968,19920.4235253096,223561.764862292,146922.683817426,202291.426648677,452740.902962709,88376.2955214343,76373475.5871752,59094596.8526136
MW_506.20028@RT_27.845,1846069.55485105,4594854.79572706,368044.432317908,273764.355838012,822920.012849606,530197.229116011,2459222.70190247,410847.966549182,1594140.94240629,1622731.88051918,699085.350343961,6208798.08234712,2587899.86915638,365691.537055544,6889002.76412812,2986711.73611872,10738996.9842964,15608161.9393593,1703746.93236576,1578462.16625577,86477.605597969
MW_680.41464@RT_40.194,0,1261258.04141667,0,0,20920.3672834412,9282.03670462685,0,0,0,0,100609.691460628,0,0,7889.20451059086,79128.0462458703,0,11781.3646083657,170426.573957474,18054.1011960538,133263.755095103,0
MW_462.17403@RT_19.214,41593043.5782441,37922466.4357254,22315751.2909105,15260403.3113458,39598436.4390808,19561792.675004,80597387.6052972,64136505.0960271,45068251.9223248,63708215.1844117,109130692.469124,113954108.895942,92905819.5974031,43035351.5932804,138981136.352719,46070752.4776978,95226948.9104872,210590310.730238,154080026.518653,37680138.2045123,2133389.95855834
